name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,F201,F202,F203,F204,F205,F206,F207,F208,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F220,F221,F222,F223,F224,F225,F226,F227,F228,F229,F230,F231,F232,F233,F234,F235,F236,F237,F238,F239,F240,F241,F242,F243,F244,F245,F246,F247,F248,F249,F250,F251,F252,F253,F254,F255,F256,F257,F258,F259,F260,F261,F262,F263,F264,F265,F266,F267,F268,F269
ppp15.neocomm.net,0,0,18,18,18,0,18,18,18,0,0,188,188,188,0,188,188,188,0,0,3998,3998,3998,0,3998,3998,3998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,18,18,0,18,5832,54,0,0,188,188,188,0,188,6644672,564,22699.488012,0,786,1204,14100,0,40310,38147126640,42300,0,0,18,18,18,0,18,18,18,0,0,188,188,188,0,188,188,188,0,0,786,786,786,0,786,786,786,0,0,18,18,18,0,18,18,18,0,0,188,188,188,0,188,188,188,0,0,40310,40310,40310,0,40310,40310,40310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,18,18,0,18,104976,72,0,0,188,188,188,0,188,1249198336,752,19209.991454,0,3998,3998,11574.5,0,40310,152512212306720,46298,0,0,18,18,18,0,18,104976,72,0,0,188,188,188,0,188,1249198336,752,19209.991454,0,3998,3998,11574.5,0,40310,152512212306720,46298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp188-64.fla.net,0,0,19,19,19,0,19,2476099,95,0,0,231,231,231,0,231,657748550151,1155,7680.002591,0,509,515,3949.6,0,17688,1243747264302840,19748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,130321,76,0,0,231,231,231,0,231,2847396321,924,8.485281,0,509,515,515,0,527,70315878805,2060,0,0,19,19,19,0,19,19,19,0,0,231,231,231,0,231,231,231,0,0,17688,17688,17688,0,17688,17688,17688,0,0,19,19,19,0,19,2476099,95,0,0,231,231,231,0,231,657748550151,1155,7680.002591,0,509,515,3949.6,0,17688,1243747264302840,19748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,2476099,95,0,0,231,231,231,0,231,657748550151,1155,7680.002591,0,509,515,3949.6,0,17688,1243747264302840,19748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp21.basenet.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.34335,0,8,8,11.714286,0,21,14450688,82,9.759001,0,201,201,206.714286,0,221,16023774865289840,1447,1970.230431,0,363,786,1486.571429,0,5866,405046343090118459392,10406,0,0,8,8,8,0,8,4096,32,0,0,201,201,201,0,201,1632240801,804,257.685855,0,363,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.34335,0,8,8,11.714286,0,21,14450688,82,9.759001,0,201,201,206.714286,0,221,16023774865289840,1447,1970.230431,0,363,786,1486.571429,0,5866,405046343090118459392,10406,0,0,21,21,21,0,21,441,42,0,0,221,221,221,0,221,48841,442,56.568542,0,1204,1284,1244,0,1284,1545936,2488,0,0,8,8,8,0,8,32768,40,0,0,201,201,201,0,201,328080401001,1005,2404.313478,0,363,669,1583.6,0,5866,262007187289848,7918
ppp23.mis.net,0.707107,0,20,21,20.5,0,21,420,41,0,0,196,196,196,0,196,38416,392,664223.583335,0,7071,946425,476748,0,946425,6692171175,953496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,20,20,0,0,196,196,196,0,196,196,196,0,0,3381,3381,3381,0,3381,3381,3381,0,0,20,20,20,0,20,64000000,120,0,0,196,196,196,0,196,56693912375296,1176,4784.989516,0,5866,786,3328.666667,0,12054,3158234635591827968,19972,0,0,20,20,20,0,20,160000,80,0,0,196,196,196,0,196,1475789056,784,257.685855,0,786,669,513,0,786,44665391628,2052,0.707107,0,20,21,20.5,0,21,420,41,0,0,196,196,196,0,196,38416,392,660700.070244,0,12054,946425,479239.5,0,946425,11408206950,958479,0.333333,0,20,20,20.111111,0,21,537600000000,181,0,0,196,196,196,0,196,426878854210636742656,1764,314232.53234,0,7071,3381,108538.777778,0,946425,71458945604408788394598562004992,976849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333333,0,20,20,20.111111,0,21,537600000000,181,0,0,196,196,196,0,196,426878854210636742656,1764,314232.53234,0,7071,3381,108538.777778,0,946425,71458945604408788394598562004992,976849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp24.pacificrim.net,0,0,22,22,22,0,22,113379904,132,0,0,217,217,217,0,217,104413920565969,1302,7055.908295,0,509,515,3291.333333,0,17688,0,19748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,23,23,0,23,23,23,0,0,217,217,217,0,217,217,217,0,0,263,263,263,0,263,263,263,0.408248,0,22,22,22.166667,0,23,118533536,133,0,0,217,217,217,0,217,104413920565969,1302,214.89385,0,509,509,387.166667,0,527,0,2323,0,0,22,22,22,0,22,22,22,0,0,217,217,217,0,217,217,217,0,0,17688,17688,17688,0,17688,17688,17688,0.377964,0,22,22,22.142857,0,23,2607737792,155,0,0,217,217,217,0,217,22657820762815272,1519,6542.042207,0,509,509,2858.714286,0,17688,0,20011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.377964,0,22,22,22.142857,0,23,2607737792,155,0,0,217,217,217,0,217,22657820762815272,1519,6542.042207,0,509,509,2858.714286,0,17688,0,20011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp3-32.ganet.net,0,0,20,20,20,0,20,20,20,0,0,238,238,238,0,238,238,238,0,0,7089,7089,7089,0,7089,7089,7089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,20,20,0,0,238,238,238,0,238,238,238,0,0,19338,19338,19338,0,19338,19338,19338,0,0,20,20,20,0,20,64000000,120,0,0,238,238,238,0,238,181744694737984,1428,265.769637,0,0,0,108.5,0,651,0,651,0,0,20,20,20,0,20,64000000,120,0,0,238,238,238,0,238,181744694737984,1428,265.769637,0,0,0,108.5,0,651,0,651,0,0,20,20,20,0,20,20,20,0,0,238,238,238,0,238,238,238,0,0,19338,19338,19338,0,19338,19338,19338,0,0,20,20,20,0,20,25600000000,160,0,0,238,238,238,0,238,10294746488738365440,1904,6897.035652,0,0,0,3384.75,0,19338,0,27078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,25600000000,160,0,0,238,238,238,0,238,10294746488738365440,1904,6897.035652,0,0,0,3384.75,0,19338,0,27078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp3389.wing.net,0,0,21,21,21,0,21,21,21,0,0,198,198,198,0,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,21,21,0,21,21,21,0,0,198,198,198,0,198,198,198,0,0,18114,18114,18114,0,18114,18114,18114,0,0,21,21,21,0,21,9261,63,0,0,198,198,198,0,198,7762392,594,5167.755025,0,12859,4209,6901,0,12859,196739035185,20703,0,0,21,21,21,0,21,21,21,0,0,198,198,198,0,198,198,198,0,0,0,0,0,0,0,0,0,0,0,21,21,21,0,21,441,42,0,0,198,198,198,0,198,39204,396,3715.846135,0,18114,18114,15486.5,0,18114,232927926,30973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,21,21,0,21,4084101,105,0,0,198,198,198,0,198,304316815968,990,7467.393876,0,18114,4209,7763.4,0,18114,0,38817,0,0,21,21,21,0,21,4084101,105,0,0,198,198,198,0,198,304316815968,990,7467.393876,0,18114,4209,7763.4,0,18114,0,38817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp55.satcom.net,0,0,1,1,1,0,1,1,1,0,0,224,224,224,0,224,224,224,0,0,4673,4673,4673,0,4673,4673,4673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,224,224,224,0,224,224,224,0,0,11264,11264,11264,0,11264,11264,11264,0,0,1,1,1,0,1,1,6,0,0,224,224,224,0,224,126324651851776,1344,17956.551547,0,786,1713,9835.333333,0,46053,707839694074478460928,59012,0,0,1,1,1,0,1,1,1,0,0,224,224,224,0,224,224,224,0,0,786,786,786,0,786,786,786,0,0,1,1,1,0,1,1,2,0,0,224,224,224,0,224,50176,448,24599.537811,0,46053,46053,28658.5,0,46053,518740992,57317,0,0,1,1,1,0,1,1,8,0,0,224,224,224,0,224,6338465731314712576,1792,15302.366567,0,4673,4673,9368.625,0,46053,37258325805578660416438927360,74949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,8,0,0,224,224,224,0,224,6338465731314712576,1792,15302.366567,0,4673,4673,9368.625,0,46053,37258325805578660416438927360,74949
ppp56.ns.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.242641,0,22,22,19,0,22,352,38,10.606602,0,221,236,228.5,0,236,52156,457,6490.533145,0,3381,12560,7970.5,0,12560,42465360,15941,2.683282,0,16,16,17.2,0,22,1441792,86,6.708204,0,236,236,233,0,236,685551815936,1165,4975.043045,0,12054,1713,4845.4,0,12054,235714135770158464,24227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.242641,0,22,22,19,0,22,352,38,10.606602,0,221,236,228.5,0,236,52156,457,357.796031,0,12054,12560,12307,0,12560,151398240,24614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.9277,0,16,16,17.714286,0,22,507510784,124,7.319251,0,236,236,231.714286,0,236,35755640511958016,1622,5084.011202,0,3381,3381,5738.285714,0,12560,10009685632568656652140544,40168,2.9277,0,16,16,17.714286,0,22,507510784,124,7.319251,0,236,236,231.714286,0,236,35755640511958016,1622,5084.011202,0,3381,3381,5738.285714,0,12560,10009685632568656652140544,40168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp8.igs.net,0,0,1,1,1,0,1,1,1,0,0,242,242,242,0,242,242,242,0,0,308,308,308,0,308,308,308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,242,242,242,0,242,242,242,0,0,4347,4347,4347,0,4347,4347,4347,0,0,1,1,1,0,1,1,2,0,0,242,242,242,0,242,58564,484,13928.589376,0,20484,20484,10635,0,20484,16100424,21270,0,0,1,1,1,0,1,1,2,0,0,242,242,242,0,242,58564,484,337.997041,0,786,786,547,0,786,242088,1094,0,0,1,1,1,0,1,1,1,0,0,242,242,242,0,242,242,242,0,0,20484,20484,20484,0,20484,20484,20484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,4,0,0,242,242,242,0,242,3429742096,968,9507.486852,0,4347,4347,6481.25,0,20484,21556471283424,25925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,4,0,0,242,242,242,0,242,3429742096,968,9507.486852,0,4347,4347,6481.25,0,20484,21556471283424,25925
ppp9.accesscom.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,169,26,0,0,182,182,182,0,182,33124,364,0,0,4538,4538,4538,0,4538,20593444,9076,0,0,13,13,13,0,13,169,26,0,0,182,182,182,0,182,33124,364,49531.415809,0,786,70834,35810,0,70834,55675524,71620,0,0,13,13,13,0,13,13,13,0,0,182,182,182,0,182,182,182,0,0,786,786,786,0,786,786,786,0,0,13,13,13,0,13,13,13,0,0,182,182,182,0,182,182,182,0,0,70834,70834,70834,0,70834,70834,70834,0,0,13,13,13,0,13,28561,52,0,0,182,182,182,0,182,1097199376,728,33819.615294,0,4538,4538,20174,0,70834,1146550785664656,80696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,28561,52,0,0,182,182,182,0,182,1097199376,728,33819.615294,0,4538,4538,20174,0,70834,1146550785664656,80696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pslip074.ksc-fl.ids.net,0,0,17,17,17,0,17,17,17,0,0,192,192,192,0,192,192,192,0,0,4247,4247,4247,0,4247,4247,4247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,289,34,0,0,192,192,192,0,192,36864,384,2134.755372,0,7067,7067,5557.5,0,7067,28607216,11115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,4913,51,0,0,192,192,192,0,192,7077888,576,1688.508316,0,7067,4247,5120.666667,0,7067,121494846352,15362,0,0,17,17,17,0,17,4913,51,0,0,192,192,192,0,192,7077888,576,1688.508316,0,7067,4247,5120.666667,0,7067,121494846352,15362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pslip121.egr-ri.ids.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,5,5,5,0,0,237,237,237,0,237,237,237,0,0,9648,9648,9648,0,9648,9648,9648,0,0,5,5,5,0,5,78125,35,0,0,237,237,237,0,237,41998948952729736,1659,9493.867239,0,25218,1204,6500.142857,0,25218,102462009393377846493184,45501,0,0,5,5,5,0,5,125,15,0,0,237,237,237,0,237,13312053,711,223.421127,0,363,363,422,0,669,56826198,1266,0,0,5,5,5,0,5,25,10,0,0,237,237,237,0,237,56169,474,8376.38693,0,25218,25218,19295,0,25218,337215096,38590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,5,390625,40,0,0,237,237,237,0,237,9953750901796947968,1896,8859.792563,0,9648,4441,6893.625,0,25218,988553466627309531685715968,55149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,5,390625,40,0,0,237,237,237,0,237,9953750901796947968,1896,8859.792563,0,9648,4441,6893.625,0,25218,988553466627309531685715968,55149
ptpm005.olympus.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,14,14,0,14,2744,42,0,0,187,187,187,0,187,6539203,561,9133.932121,0,18114,7008,8374,0,18114,0,25122,0,0,14,14,14,0,14,7529536,84,0,0,187,187,187,0,187,42761175875209,1122,17731.693125,0,12859,12859,14251.333333,0,49152,321775968759602330206208,85508,0,0,14,14,14,0,14,14,14,0,0,187,187,187,0,187,187,187,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,14,38416,56,0,0,187,187,187,0,187,1222830961,748,17396.823625,0,18114,18114,23310.25,0,49152,150163423760351232,93241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,14,14,0,14,20661046784,126,0,0,187,187,187,0,187,279624009566694309888,1683,15033.330601,0,18114,7008,12292.222222,0,49152,0,110630,0,0,14,14,14,0,14,20661046784,126,0,0,187,187,187,0,187,279624009566694309888,1683,15033.330601,0,18114,7008,12292.222222,0,49152,0,110630,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ptpm018.olympus.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,7,7,0,0,226,226,226,0,226,226,226,0,0,57344,57344,57344,0,57344,57344,57344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,7,7,0,0,226,226,226,0,226,226,226,0,0,57344,57344,57344,0,57344,57344,57344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,7,7,0,0,226,226,226,0,226,226,226,0,0,57344,57344,57344,0,57344,57344,57344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,7,7,0,0,226,226,226,0,226,226,226,0,0,57344,57344,57344,0,57344,57344,57344
rcummins.ppp.cyberenet.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.447214,0,9,9,9.2,0,10,65610,46,9.838699,0,183,183,187.4,0,205,229910189805,937,6905.254521,0,1871,3258,5805,0,18114,907824529381105408,29025,0,0,10,10,10,0,10,1000,30,0,0,205,205,205,0,205,8615125,615,9792.161508,0,18149,1204,6842,0,18149,25631687508,20526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.707107,0,9,10,9.5,0,10,90,19,15.556349,0,183,205,194,0,205,37515,388,24.748737,0,18114,18149,18131.5,0,18149,328750986,36263,0,0,9,9,9,0,9,6561,36,0,0,183,183,183,0,183,1121513121,732,7802.432927,0,1871,3258,6441.25,0,18114,278473782018744,25765,0,0,10,10,10,0,10,10000,40,0,0,205,205,205,0,205,1766100625,820,8193.409893,0,3260,3260,5946.5,0,18149,83559301276080,23786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.534522,0,9,10,9.5,0,10,65610000,76,11.759495,0,183,205,194,0,205,1980705023943800832,1552,7411.567512,0,1871,3258,6193.875,0,18149,23269074649193654986985177088,49551
reidks.tor.hookup.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,20,20,0,0,195,195,195,0,195,195,195,0,0,3564,3564,3564,0,3564,3564,3564,0,0,20,20,20,0,20,20,20,0,0,195,195,195,0,195,195,195,0,0,65576,65576,65576,0,65576,65576,65576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,20,20,0,0,195,195,195,0,195,195,195,0,0,65576,65576,65576,0,65576,65576,65576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,400,40,0,0,195,195,195,0,195,38025,390,43849.105715,0,3564,65576,34570,0,65576,233712864,69140,0,0,20,20,20,0,20,400,40,0,0,195,195,195,0,195,38025,390,43849.105715,0,3564,65576,34570,0,65576,233712864,69140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
rt99-22.rotterdam.nl.net,0,0,6,6,6,0,6,6,6,0,0,220,220,220,0,220,220,220,0,0,7131,7131,7131,0,7131,7131,7131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,7776,30,0,0,220,220,220,0,220,515363200000,1100,2404.313478,0,5866,669,1583.6,0,5866,262007187289848,7918,0,0,6,6,6,0,6,1296,24,0,0,220,220,220,0,220,2342560000,880,257.685855,0,786,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,46656,36,0,0,220,220,220,0,220,113379904000000,1320,3123.062562,0,7131,786,2508.166667,0,7131,1868373252563906048,15049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,46656,36,0,0,220,220,220,0,220,113379904000000,1320,3123.062562,0,7131,786,2508.166667,0,7131,1868373252563906048,15049
rushford-4.dialup.polaristel.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,12,12,0,0,189,189,189,0,189,189,189,0,0,66202,66202,66202,0,66202,66202,66202,0,0,12,12,12,0,12,12,12,0,0,189,189,189,0,189,189,189,0,0,7634,7634,7634,0,7634,7634,7634,0,0,12,12,12,0,12,144,24,0,0,189,189,189,0,189,35721,378,132622.826559,0,235862,235862,142083.5,0,235862,11393313910,284167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,1728,36,0,0,189,189,189,0,189,6751269,567,103507.203017,0,235862,66202,116789.666667,0,235862,754260167469820,350369,0,0,12,12,12,0,12,20736,48,0,0,189,189,189,0,189,1275989841,756,100604.343556,0,7634,66202,89500.75,0,235862,5758022118464606208,358003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,20736,48,0,0,189,189,189,0,189,1275989841,756,100604.343556,0,7634,66202,89500.75,0,235862,5758022118464606208,358003,0,0,12,12,12,0,12,20736,48,0,0,189,189,189,0,189,1275989841,756,100604.343556,0,7634,66202,89500.75,0,235862,5758022118464606208,358003
s2161.netins.net,0,0,19,19,19,0,19,19,19,0,0,223,223,223,0,223,223,223,0,0,7131,7131,7131,0,7131,7131,7131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,2476099,95,0,0,223,223,223,0,223,551473077343,1115,2404.313478,0,5866,669,1583.6,0,5866,262007187289848,7918,0,0,19,19,19,0,19,130321,76,0,0,223,223,223,0,223,2472973441,892,257.685855,0,786,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,47045881,114,0,0,223,223,223,0,223,122978496247489,1338,3123.062562,0,7131,786,2508.166667,0,7131,1868373252563906048,15049,0,0,19,19,19,0,19,47045881,114,0,0,223,223,223,0,223,122978496247489,1338,3123.062562,0,7131,786,2508.166667,0,7131,1868373252563906048,15049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
